vélo;utilisateur;depart;heure départ;arrivée;heure arrivée
1455;None;None;None;33;2010-01-01T10:00:00
1456;None;None;None;114;2010-01-01T10:00:00
1457;None;None;None;66;2010-01-01T10:00:00
1458;None;None;None;88;2010-01-01T10:00:00
1459;None;None;None;122;2010-01-01T10:00:00
1460;None;None;None;19;2010-01-01T10:00:00
1461;None;None;None;104;2010-01-01T10:00:00
1462;None;None;None;68;2010-01-01T10:00:00
1463;None;None;None;149;2010-01-01T10:00:00
1464;None;None;None;79;2010-01-01T10:00:00
1465;None;None;None;26;2010-01-01T10:00:00
1466;None;None;None;146;2010-01-01T10:00:00
1467;None;None;None;11;2010-01-01T10:00:00
1468;None;None;None;57;2010-01-01T10:00:00
1469;None;None;None;51;2010-01-01T10:00:00
1470;None;None;None;64;2010-01-01T10:00:00
1471;None;None;None;43;2010-01-01T10:00:00
1472;None;None;None;101;2010-01-01T10:00:00
1473;None;None;None;74;2010-01-01T10:00:00
1474;None;None;None;147;2010-01-01T10:00:00
1475;None;None;None;47;2010-01-01T10:00:00
1476;None;None;None;20;2010-01-01T10:00:00
1477;None;None;None;79;2010-01-01T10:00:00
1478;None;None;None;164;2010-01-01T10:00:00
1479;None;None;None;5;2010-01-01T10:00:00
1480;None;None;None;107;2010-01-01T10:00:00
1481;None;None;None;68;2010-01-01T10:00:00
1482;None;None;None;66;2010-01-01T10:00:00
1483;None;None;None;47;2010-01-01T10:00:00
1484;None;None;None;12;2010-01-01T10:00:00
1485;None;None;None;137;2010-01-01T10:00:00
1486;None;None;None;148;2010-01-01T10:00:00
1487;None;None;None;63;2010-01-01T10:00:00
1488;None;None;None;94;2010-01-01T10:00:00
1489;None;None;None;111;2010-01-01T10:00:00
1490;None;None;None;122;2010-01-01T10:00:00
1491;None;None;None;35;2010-01-01T10:00:00
1492;None;None;None;25;2010-01-01T10:00:00
1493;None;None;None;145;2010-01-01T10:00:00
1494;None;None;None;37;2010-01-01T10:00:00
1495;None;None;None;109;2010-01-01T10:00:00
1496;None;None;None;134;2010-01-01T10:00:00
1497;None;None;None;28;2010-01-01T10:00:00
1498;None;None;None;117;2010-01-01T10:00:00
1499;None;None;None;32;2010-01-01T10:00:00
1500;None;None;None;32;2010-01-01T10:00:00
1501;None;None;None;71;2010-01-01T10:00:00
1502;None;None;None;147;2010-01-01T10:00:00
1503;None;None;None;20;2010-01-01T10:00:00
1504;None;None;None;71;2010-01-01T10:00:00
1505;None;None;None;24;2010-01-01T10:00:00
1506;None;None;None;139;2010-01-01T10:00:00
1507;None;None;None;84;2010-01-01T10:00:00
1508;None;None;None;129;2010-01-01T10:00:00
1509;None;None;None;90;2010-01-01T10:00:00
1510;None;None;None;37;2010-01-01T10:00:00
1511;None;None;None;4;2010-01-01T10:00:00
1512;None;None;None;104;2010-01-01T10:00:00
1513;None;None;None;81;2010-01-01T10:00:00
1514;None;None;None;26;2010-01-01T10:00:00
1515;None;None;None;27;2010-01-01T10:00:00
1516;None;None;None;41;2010-01-01T10:00:00
1517;None;None;None;120;2010-01-01T10:00:00
1518;None;None;None;137;2010-01-01T10:00:00
1519;None;None;None;32;2010-01-01T10:00:00
1520;None;None;None;58;2010-01-01T10:00:00
1521;None;None;None;25;2010-01-01T10:00:00
1522;None;None;None;111;2010-01-01T10:00:00
1523;None;None;None;104;2010-01-01T10:00:00
1524;None;None;None;177;2010-01-01T10:00:00
1525;None;None;None;98;2010-01-01T10:00:00
1526;None;None;None;75;2010-01-01T10:00:00
1527;None;None;None;13;2010-01-01T10:00:00
1528;None;None;None;35;2010-01-01T10:00:00
1529;None;None;None;158;2010-01-01T10:00:00
1530;None;None;None;73;2010-01-01T10:00:00
1531;None;None;None;81;2010-01-01T10:00:00
1532;None;None;None;109;2010-01-01T10:00:00
1533;None;None;None;89;2010-01-01T10:00:00
1534;None;None;None;142;2010-01-01T10:00:00
1535;None;None;None;151;2010-01-01T10:00:00
1536;None;None;None;41;2010-01-01T10:00:00
1537;None;None;None;150;2010-01-01T10:00:00
1538;None;None;None;109;2010-01-01T10:00:00
1539;None;None;None;5;2010-01-01T10:00:00
1540;None;None;None;143;2010-01-01T10:00:00
1541;None;None;None;100;2010-01-01T10:00:00
1542;None;None;None;105;2010-01-01T10:00:00
1543;None;None;None;68;2010-01-01T10:00:00
1544;None;None;None;71;2010-01-01T10:00:00
1545;None;None;None;137;2010-01-01T10:00:00
1546;None;None;None;30;2010-01-01T10:00:00
1547;None;None;None;35;2010-01-01T10:00:00
1548;None;None;None;110;2010-01-01T10:00:00
1549;None;None;None;153;2010-01-01T10:00:00
1550;None;None;None;52;2010-01-01T10:00:00
1551;None;None;None;49;2010-01-01T10:00:00
1552;None;None;None;96;2010-01-01T10:00:00
1553;None;None;None;35;2010-01-01T10:00:00
1554;None;None;None;158;2010-01-01T10:00:00
1555;None;None;None;77;2010-01-01T10:00:00
1556;None;None;None;84;2010-01-01T10:00:00
1557;None;None;None;11;2010-01-01T10:00:00
1558;None;None;None;43;2010-01-01T10:00:00
1559;None;None;None;23;2010-01-01T10:00:00
1560;None;None;None;78;2010-01-01T10:00:00
1561;None;None;None;149;2010-01-01T10:00:00
1562;None;None;None;91;2010-01-01T10:00:00
1563;None;None;None;95;2010-01-01T10:00:00
1564;None;None;None;170;2010-01-01T10:00:00
1565;None;None;None;151;2010-01-01T10:00:00
1566;None;None;None;2;2010-01-01T10:00:00
1567;None;None;None;69;2010-01-01T10:00:00
1568;None;None;None;176;2010-01-01T10:00:00
1569;None;None;None;151;2010-01-01T10:00:00
1570;None;None;None;91;2010-01-01T10:00:00
1571;None;None;None;77;2010-01-01T10:00:00
1572;None;None;None;62;2010-01-01T10:00:00
1573;None;None;None;136;2010-01-01T10:00:00
1574;None;None;None;123;2010-01-01T10:00:00
1575;None;None;None;62;2010-01-01T10:00:00
1576;None;None;None;51;2010-01-01T10:00:00
1577;None;None;None;89;2010-01-01T10:00:00
1578;None;None;None;18;2010-01-01T10:00:00
1579;None;None;None;166;2010-01-01T10:00:00
1580;None;None;None;119;2010-01-01T10:00:00
1581;None;None;None;173;2010-01-01T10:00:00
1582;None;None;None;165;2010-01-01T10:00:00
1583;None;None;None;144;2010-01-01T10:00:00
1584;None;None;None;2;2010-01-01T10:00:00
1585;None;None;None;143;2010-01-01T10:00:00
1586;None;None;None;69;2010-01-01T10:00:00
1587;None;None;None;20;2010-01-01T10:00:00
1588;None;None;None;166;2010-01-01T10:00:00
1589;None;None;None;105;2010-01-01T10:00:00
1590;None;None;None;138;2010-01-01T10:00:00
1591;None;None;None;27;2010-01-01T10:00:00
1592;None;None;None;61;2010-01-01T10:00:00
1593;None;None;None;86;2010-01-01T10:00:00
1594;None;None;None;173;2010-01-01T10:00:00
1595;None;None;None;174;2010-01-01T10:00:00
1596;None;None;None;150;2010-01-01T10:00:00
1597;None;None;None;141;2010-01-01T10:00:00
1598;None;None;None;122;2010-01-01T10:00:00
1599;None;None;None;65;2010-01-01T10:00:00
1600;None;None;None;98;2010-01-01T10:00:00
1601;None;None;None;24;2010-01-01T10:00:00
1602;None;None;None;11;2010-01-01T10:00:00
1603;None;None;None;154;2010-01-01T10:00:00
1604;None;None;None;92;2010-01-01T10:00:00
1605;None;None;None;51;2010-01-01T10:00:00
1606;None;None;None;59;2010-01-01T10:00:00
1607;None;None;None;12;2010-01-01T10:00:00
1608;None;None;None;115;2010-01-01T10:00:00
1609;None;None;None;150;2010-01-01T10:00:00
1610;None;None;None;85;2010-01-01T10:00:00
1611;None;None;None;50;2010-01-01T10:00:00
1612;None;None;None;91;2010-01-01T10:00:00
1613;None;None;None;10;2010-01-01T10:00:00
1614;None;None;None;177;2010-01-01T10:00:00
1615;None;None;None;174;2010-01-01T10:00:00
1616;None;None;None;122;2010-01-01T10:00:00
1617;None;None;None;11;2010-01-01T10:00:00
1618;None;None;None;46;2010-01-01T10:00:00
1619;None;None;None;130;2010-01-01T10:00:00
1620;None;None;None;53;2010-01-01T10:00:00
1621;None;None;None;174;2010-01-01T10:00:00
1622;None;None;None;124;2010-01-01T10:00:00
1623;None;None;None;1;2010-01-01T10:00:00
1624;None;None;None;76;2010-01-01T10:00:00
1625;None;None;None;141;2010-01-01T10:00:00
1626;None;None;None;174;2010-01-01T10:00:00
1627;None;None;None;113;2010-01-01T10:00:00
1628;None;None;None;168;2010-01-01T10:00:00
1629;None;None;None;8;2010-01-01T10:00:00
1630;None;None;None;40;2010-01-01T10:00:00
1631;None;None;None;54;2010-01-01T10:00:00
1632;None;None;None;74;2010-01-01T10:00:00
1633;None;None;None;76;2010-01-01T10:00:00
1634;None;None;None;117;2010-01-01T10:00:00
1635;None;None;None;53;2010-01-01T10:00:00
1636;None;None;None;148;2010-01-01T10:00:00
1637;None;None;None;6;2010-01-01T10:00:00
1638;None;None;None;98;2010-01-01T10:00:00
1639;None;None;None;128;2010-01-01T10:00:00
1640;None;None;None;102;2010-01-01T10:00:00
1641;None;None;None;51;2010-01-01T10:00:00
1642;None;None;None;81;2010-01-01T10:00:00
1643;None;None;None;162;2010-01-01T10:00:00
1644;None;None;None;137;2010-01-01T10:00:00
1645;None;None;None;93;2010-01-01T10:00:00
1646;None;None;None;60;2010-01-01T10:00:00
1647;None;None;None;102;2010-01-01T10:00:00
1648;None;None;None;7;2010-01-01T10:00:00
1649;None;None;None;116;2010-01-01T10:00:00
1650;None;None;None;136;2010-01-01T10:00:00
1651;None;None;None;131;2010-01-01T10:00:00
1652;None;None;None;55;2010-01-01T10:00:00
1653;None;None;None;178;2010-01-01T10:00:00
1654;None;None;None;81;2010-01-01T10:00:00
1655;None;None;None;50;2010-01-01T10:00:00
1656;None;None;None;146;2010-01-01T10:00:00
1657;None;None;None;136;2010-01-01T10:00:00
1658;None;None;None;144;2010-01-01T10:00:00
1659;None;None;None;145;2010-01-01T10:00:00
1660;None;None;None;172;2010-01-01T10:00:00
1661;None;None;None;153;2010-01-01T10:00:00
1662;None;None;None;121;2010-01-01T10:00:00
1663;None;None;None;81;2010-01-01T10:00:00
1664;None;None;None;137;2010-01-01T10:00:00
1665;None;None;None;13;2010-01-01T10:00:00
1666;None;None;None;26;2010-01-01T10:00:00
1667;None;None;None;58;2010-01-01T10:00:00
1668;None;None;None;7;2010-01-01T10:00:00
1669;None;None;None;171;2010-01-01T10:00:00
1670;None;None;None;9;2010-01-01T10:00:00
1671;None;None;None;123;2010-01-01T10:00:00
1672;None;None;None;133;2010-01-01T10:00:00
1673;None;None;None;69;2010-01-01T10:00:00
1674;None;None;None;42;2010-01-01T10:00:00
1675;None;None;None;156;2010-01-01T10:00:00
1676;None;None;None;19;2010-01-01T10:00:00
1677;None;None;None;137;2010-01-01T10:00:00
1678;None;None;None;38;2010-01-01T10:00:00
1679;None;None;None;156;2010-01-01T10:00:00
1680;None;None;None;85;2010-01-01T10:00:00
1681;None;None;None;65;2010-01-01T10:00:00
1682;None;None;None;107;2010-01-01T10:00:00
1683;None;None;None;43;2010-01-01T10:00:00
1684;None;None;None;54;2010-01-01T10:00:00
1685;None;None;None;129;2010-01-01T10:00:00
1686;None;None;None;43;2010-01-01T10:00:00
1687;None;None;None;2;2010-01-01T10:00:00
1688;None;None;None;175;2010-01-01T10:00:00
1689;None;None;None;135;2010-01-01T10:00:00
1690;None;None;None;26;2010-01-01T10:00:00
1691;None;None;None;95;2010-01-01T10:00:00
1692;None;None;None;30;2010-01-01T10:00:00
1693;None;None;None;93;2010-01-01T10:00:00
1694;None;None;None;136;2010-01-01T10:00:00
1695;None;None;None;64;2010-01-01T10:00:00
1696;None;None;None;75;2010-01-01T10:00:00
1697;None;None;None;28;2010-01-01T10:00:00
1698;None;None;None;14;2010-01-01T10:00:00
1699;None;None;None;7;2010-01-01T10:00:00
1700;None;None;None;36;2010-01-01T10:00:00
1701;None;None;None;110;2010-01-01T10:00:00
1702;None;None;None;24;2010-01-01T10:00:00
1703;None;None;None;114;2010-01-01T10:00:00
1704;None;None;None;130;2010-01-01T10:00:00
1705;None;None;None;28;2010-01-01T10:00:00
1706;None;None;None;99;2010-01-01T10:00:00
1707;None;None;None;167;2010-01-01T10:00:00
1708;None;None;None;139;2010-01-01T10:00:00
1709;None;None;None;104;2010-01-01T10:00:00
1710;None;None;None;101;2010-01-01T10:00:00
1711;None;None;None;88;2010-01-01T10:00:00
1712;None;None;None;145;2010-01-01T10:00:00
1713;None;None;None;137;2010-01-01T10:00:00
1714;None;None;None;74;2010-01-01T10:00:00
1715;None;None;None;133;2010-01-01T10:00:00
1716;None;None;None;103;2010-01-01T10:00:00
1717;None;None;None;108;2010-01-01T10:00:00
1718;None;None;None;47;2010-01-01T10:00:00
1719;None;None;None;157;2010-01-01T10:00:00
1720;None;None;None;5;2010-01-01T10:00:00
1721;None;None;None;147;2010-01-01T10:00:00
1722;None;None;None;135;2010-01-01T10:00:00
1723;None;None;None;63;2010-01-01T10:00:00
1724;None;None;None;21;2010-01-01T10:00:00
1725;None;None;None;137;2010-01-01T10:00:00
1726;None;None;None;38;2010-01-01T10:00:00
1727;None;None;None;59;2010-01-01T10:00:00
1728;None;None;None;141;2010-01-01T10:00:00
1729;None;None;None;144;2010-01-01T10:00:00
1730;None;None;None;137;2010-01-01T10:00:00
1731;None;None;None;10;2010-01-01T10:00:00
1732;None;None;None;39;2010-01-01T10:00:00
1733;None;None;None;110;2010-01-01T10:00:00
1734;None;None;None;54;2010-01-01T10:00:00
1735;None;None;None;148;2010-01-01T10:00:00
1736;None;None;None;29;2010-01-01T10:00:00
1737;None;None;None;35;2010-01-01T10:00:00
1738;None;None;None;80;2010-01-01T10:00:00
1739;None;None;None;14;2010-01-01T10:00:00
1740;None;None;None;154;2010-01-01T10:00:00
1741;None;None;None;40;2010-01-01T10:00:00
1742;None;None;None;172;2010-01-01T10:00:00
1743;None;None;None;51;2010-01-01T10:00:00
1744;None;None;None;29;2010-01-01T10:00:00
1745;None;None;None;86;2010-01-01T10:00:00
1746;None;None;None;153;2010-01-01T10:00:00
1747;None;None;None;126;2010-01-01T10:00:00
1748;None;None;None;152;2010-01-01T10:00:00
1749;None;None;None;35;2010-01-01T10:00:00
1750;None;None;None;116;2010-01-01T10:00:00
1751;None;None;None;176;2010-01-01T10:00:00
1752;None;None;None;69;2010-01-01T10:00:00
1753;None;None;None;19;2010-01-01T10:00:00
1754;None;None;None;90;2010-01-01T10:00:00
1755;None;None;None;23;2010-01-01T10:00:00
1756;None;None;None;91;2010-01-01T10:00:00
1757;None;None;None;171;2010-01-01T10:00:00
1758;None;None;None;4;2010-01-01T10:00:00
1759;None;None;None;136;2010-01-01T10:00:00
1760;None;None;None;35;2010-01-01T10:00:00
1761;None;None;None;130;2010-01-01T10:00:00
1762;None;None;None;159;2010-01-01T10:00:00
1763;None;None;None;140;2010-01-01T10:00:00
1764;None;None;None;42;2010-01-01T10:00:00
1765;None;None;None;127;2010-01-01T10:00:00
1766;None;None;None;8;2010-01-01T10:00:00
1767;None;None;None;105;2010-01-01T10:00:00
1768;None;None;None;162;2010-01-01T10:00:00
1769;None;None;None;1;2010-01-01T10:00:00
1770;None;None;None;118;2010-01-01T10:00:00
1771;None;None;None;80;2010-01-01T10:00:00
1772;None;None;None;139;2010-01-01T10:00:00
1773;None;None;None;116;2010-01-01T10:00:00
1774;None;None;None;120;2010-01-01T10:00:00
1775;None;None;None;76;2010-01-01T10:00:00
1776;None;None;None;93;2010-01-01T10:00:00
1777;None;None;None;95;2010-01-01T10:00:00
1778;None;None;None;125;2010-01-01T10:00:00
1779;None;None;None;38;2010-01-01T10:00:00
1780;None;None;None;89;2010-01-01T10:00:00
1781;None;None;None;70;2010-01-01T10:00:00
1782;None;None;None;13;2010-01-01T10:00:00
1783;None;None;None;49;2010-01-01T10:00:00
1784;None;None;None;134;2010-01-01T10:00:00
1785;None;None;None;101;2010-01-01T10:00:00
1786;None;None;None;68;2010-01-01T10:00:00
1787;None;None;None;48;2010-01-01T10:00:00
1788;None;None;None;161;2010-01-01T10:00:00
1789;None;None;None;158;2010-01-01T10:00:00
1790;None;None;None;78;2010-01-01T10:00:00
1791;None;None;None;77;2010-01-01T10:00:00
1792;None;None;None;25;2010-01-01T10:00:00
1793;None;None;None;64;2010-01-01T10:00:00
1794;None;None;None;93;2010-01-01T10:00:00
1795;None;None;None;137;2010-01-01T10:00:00
1796;None;None;None;92;2010-01-01T10:00:00
1797;None;None;None;102;2010-01-01T10:00:00
1798;None;None;None;1;2010-01-01T10:00:00
1799;None;None;None;97;2010-01-01T10:00:00
1800;None;None;None;79;2010-01-01T10:00:00
1801;None;None;None;44;2010-01-01T10:00:00
1802;None;None;None;62;2010-01-01T10:00:00
1803;None;None;None;59;2010-01-01T10:00:00
1804;None;None;None;66;2010-01-01T10:00:00
1805;None;None;None;0;2010-01-01T10:00:00
1806;None;None;None;36;2010-01-01T10:00:00
1807;None;None;None;53;2010-01-01T10:00:00
1808;None;None;None;101;2010-01-01T10:00:00
1809;None;None;None;173;2010-01-01T10:00:00
1810;None;None;None;149;2010-01-01T10:00:00
1811;None;None;None;90;2010-01-01T10:00:00
1812;None;None;None;117;2010-01-01T10:00:00
1813;None;None;None;116;2010-01-01T10:00:00
1814;None;None;None;175;2010-01-01T10:00:00
1815;None;None;None;125;2010-01-01T10:00:00
1816;None;None;None;164;2010-01-01T10:00:00
1817;None;None;None;125;2010-01-01T10:00:00
1818;None;None;None;159;2010-01-01T10:00:00
1819;None;None;None;67;2010-01-01T10:00:00
1820;None;None;None;94;2010-01-01T10:00:00
1821;None;None;None;25;2010-01-01T10:00:00
1822;None;None;None;156;2010-01-01T10:00:00
1823;None;None;None;129;2010-01-01T10:00:00
1824;None;None;None;77;2010-01-01T10:00:00
1825;None;None;None;19;2010-01-01T10:00:00
1826;None;None;None;117;2010-01-01T10:00:00
1827;None;None;None;85;2010-01-01T10:00:00
1828;None;None;None;26;2010-01-01T10:00:00
1829;None;None;None;64;2010-01-01T10:00:00
1830;None;None;None;6;2010-01-01T10:00:00
1831;None;None;None;50;2010-01-01T10:00:00
1832;None;None;None;42;2010-01-01T10:00:00
1833;None;None;None;169;2010-01-01T10:00:00
1834;None;None;None;166;2010-01-01T10:00:00
1835;None;None;None;118;2010-01-01T10:00:00
1836;None;None;None;51;2010-01-01T10:00:00
1837;None;None;None;20;2010-01-01T10:00:00
1838;None;None;None;50;2010-01-01T10:00:00
1839;None;None;None;32;2010-01-01T10:00:00
1840;None;None;None;42;2010-01-01T10:00:00
1841;None;None;None;150;2010-01-01T10:00:00
1842;None;None;None;20;2010-01-01T10:00:00
1843;None;None;None;25;2010-01-01T10:00:00
1844;None;None;None;151;2010-01-01T10:00:00
1845;None;None;None;108;2010-01-01T10:00:00
1846;None;None;None;176;2010-01-01T10:00:00
1847;None;None;None;76;2010-01-01T10:00:00
1848;None;None;None;26;2010-01-01T10:00:00
1849;None;None;None;92;2010-01-01T10:00:00
1850;None;None;None;91;2010-01-01T10:00:00
1851;None;None;None;77;2010-01-01T10:00:00
1852;None;None;None;37;2010-01-01T10:00:00
1853;None;None;None;129;2010-01-01T10:00:00
1854;None;None;None;130;2010-01-01T10:00:00
1855;None;None;None;67;2010-01-01T10:00:00
1856;None;None;None;145;2010-01-01T10:00:00
1857;None;None;None;133;2010-01-01T10:00:00
1858;None;None;None;9;2010-01-01T10:00:00
1859;None;None;None;142;2010-01-01T10:00:00
1860;None;None;None;177;2010-01-01T10:00:00
1861;None;None;None;164;2010-01-01T10:00:00
1862;None;None;None;158;2010-01-01T10:00:00
1863;None;None;None;19;2010-01-01T10:00:00
1864;None;None;None;164;2010-01-01T10:00:00
1865;None;None;None;41;2010-01-01T10:00:00
1866;None;None;None;171;2010-01-01T10:00:00
1867;None;None;None;30;2010-01-01T10:00:00
1868;None;None;None;66;2010-01-01T10:00:00
1869;None;None;None;48;2010-01-01T10:00:00
1870;None;None;None;102;2010-01-01T10:00:00
1871;None;None;None;77;2010-01-01T10:00:00
1872;None;None;None;176;2010-01-01T10:00:00
1873;None;None;None;168;2010-01-01T10:00:00
1874;None;None;None;27;2010-01-01T10:00:00
1875;None;None;None;167;2010-01-01T10:00:00
1876;None;None;None;136;2010-01-01T10:00:00
1877;None;None;None;163;2010-01-01T10:00:00
1878;None;None;None;20;2010-01-01T10:00:00
1879;None;None;None;58;2010-01-01T10:00:00
1880;None;None;None;24;2010-01-01T10:00:00
1881;None;None;None;152;2010-01-01T10:00:00
1882;None;None;None;110;2010-01-01T10:00:00
1883;None;None;None;15;2010-01-01T10:00:00
1884;None;None;None;37;2010-01-01T10:00:00
1885;None;None;None;29;2010-01-01T10:00:00
1886;None;None;None;170;2010-01-01T10:00:00
1887;None;None;None;49;2010-01-01T10:00:00
1888;None;None;None;96;2010-01-01T10:00:00
1889;None;None;None;13;2010-01-01T10:00:00
1890;None;None;None;11;2010-01-01T10:00:00
1891;None;None;None;32;2010-01-01T10:00:00
1892;None;None;None;50;2010-01-01T10:00:00
1893;None;None;None;52;2010-01-01T10:00:00
1894;None;None;None;149;2010-01-01T10:00:00
1895;None;None;None;140;2010-01-01T10:00:00
1896;None;None;None;97;2010-01-01T10:00:00
1897;None;None;None;55;2010-01-01T10:00:00
1898;None;None;None;12;2010-01-01T10:00:00
1899;None;None;None;86;2010-01-01T10:00:00
1900;None;None;None;42;2010-01-01T10:00:00
1901;None;None;None;76;2010-01-01T10:00:00
1902;None;None;None;125;2010-01-01T10:00:00
1903;None;None;None;35;2010-01-01T10:00:00
1904;None;None;None;137;2010-01-01T10:00:00
1905;None;None;None;73;2010-01-01T10:00:00
1906;None;None;None;124;2010-01-01T10:00:00
1907;None;None;None;40;2010-01-01T10:00:00
1908;None;None;None;13;2010-01-01T10:00:00
1909;None;None;None;131;2010-01-01T10:00:00
1910;None;None;None;36;2010-01-01T10:00:00
1911;None;None;None;134;2010-01-01T10:00:00
1912;None;None;None;90;2010-01-01T10:00:00
1913;None;None;None;38;2010-01-01T10:00:00
1914;None;None;None;112;2010-01-01T10:00:00
1915;None;None;None;17;2010-01-01T10:00:00
1916;None;None;None;110;2010-01-01T10:00:00
1917;None;None;None;110;2010-01-01T10:00:00
1918;None;None;None;66;2010-01-01T10:00:00
1919;None;None;None;151;2010-01-01T10:00:00
1920;None;None;None;130;2010-01-01T10:00:00
1921;None;None;None;110;2010-01-01T10:00:00
1922;None;None;None;75;2010-01-01T10:00:00
1923;None;None;None;80;2010-01-01T10:00:00
1924;None;None;None;87;2010-01-01T10:00:00
1925;None;None;None;81;2010-01-01T10:00:00
1926;None;None;None;45;2010-01-01T10:00:00
1927;None;None;None;47;2010-01-01T10:00:00
1928;None;None;None;131;2010-01-01T10:00:00
1929;None;None;None;22;2010-01-01T10:00:00
1930;None;None;None;103;2010-01-01T10:00:00
1931;None;None;None;55;2010-01-01T10:00:00
1932;None;None;None;30;2010-01-01T10:00:00
1933;None;None;None;15;2010-01-01T10:00:00
1934;None;None;None;108;2010-01-01T10:00:00
1935;None;None;None;113;2010-01-01T10:00:00
1936;None;None;None;158;2010-01-01T10:00:00
1937;None;None;None;86;2010-01-01T10:00:00
1938;None;None;None;76;2010-01-01T10:00:00
1939;None;None;None;84;2010-01-01T10:00:00
1940;None;None;None;117;2010-01-01T10:00:00
1941;None;None;None;157;2010-01-01T10:00:00
1942;None;None;None;90;2010-01-01T10:00:00
1943;None;None;None;42;2010-01-01T10:00:00
1944;None;None;None;126;2010-01-01T10:00:00
1945;None;None;None;139;2010-01-01T10:00:00
1946;None;None;None;1;2010-01-01T10:00:00
1947;None;None;None;164;2010-01-01T10:00:00
1948;None;None;None;97;2010-01-01T10:00:00
1949;None;None;None;163;2010-01-01T10:00:00
1950;None;None;None;29;2010-01-01T10:00:00
1951;None;None;None;165;2010-01-01T10:00:00
1952;None;None;None;133;2010-01-01T10:00:00
1953;None;None;None;62;2010-01-01T10:00:00
1954;None;None;None;8;2010-01-01T10:00:00
1955;None;None;None;81;2010-01-01T10:00:00
1956;None;None;None;168;2010-01-01T10:00:00
1957;None;None;None;72;2010-01-01T10:00:00
1958;None;None;None;155;2010-01-01T10:00:00
1959;None;None;None;35;2010-01-01T10:00:00
1960;None;None;None;6;2010-01-01T10:00:00
1961;None;None;None;106;2010-01-01T10:00:00
1962;None;None;None;146;2010-01-01T10:00:00
1963;None;None;None;90;2010-01-01T10:00:00
1964;None;None;None;133;2010-01-01T10:00:00
1965;None;None;None;102;2010-01-01T10:00:00
1966;None;None;None;3;2010-01-01T10:00:00
1967;None;None;None;12;2010-01-01T10:00:00
1968;None;None;None;133;2010-01-01T10:00:00
1969;None;None;None;28;2010-01-01T10:00:00
1970;None;None;None;36;2010-01-01T10:00:00
1971;None;None;None;156;2010-01-01T10:00:00
1972;None;None;None;106;2010-01-01T10:00:00
1973;None;None;None;78;2010-01-01T10:00:00
1974;None;None;None;142;2010-01-01T10:00:00
1975;None;None;None;54;2010-01-01T10:00:00
1976;None;None;None;79;2010-01-01T10:00:00
1977;None;None;None;34;2010-01-01T10:00:00
1978;None;None;None;84;2010-01-01T10:00:00
1979;None;None;None;32;2010-01-01T10:00:00
1980;None;None;None;62;2010-01-01T10:00:00
1981;None;None;None;24;2010-01-01T10:00:00
1982;None;None;None;137;2010-01-01T10:00:00
1983;None;None;None;15;2010-01-01T10:00:00
1984;None;None;None;102;2010-01-01T10:00:00
1985;None;None;None;73;2010-01-01T10:00:00
1986;None;None;None;73;2010-01-01T10:00:00
1987;None;None;None;77;2010-01-01T10:00:00
1988;None;None;None;82;2010-01-01T10:00:00
1989;None;None;None;91;2010-01-01T10:00:00
1990;None;None;None;146;2010-01-01T10:00:00
1991;None;None;None;90;2010-01-01T10:00:00
1992;None;None;None;6;2010-01-01T10:00:00
1993;None;None;None;74;2010-01-01T10:00:00
1994;None;None;None;111;2010-01-01T10:00:00
1995;None;None;None;162;2010-01-01T10:00:00
1996;None;None;None;53;2010-01-01T10:00:00
1997;None;None;None;140;2010-01-01T10:00:00
1998;None;None;None;23;2010-01-01T10:00:00
1999;None;None;None;172;2010-01-01T10:00:00
367;1000000;99;2010-01-01T10:00:00;124;2010-01-01T10:09:12
1953;1000000;62;2010-01-01T10:13:59;65;2010-01-01T10:21:13
578;1000000;66;2010-01-01T10:23:24;139;2010-01-01T10:30:29
1734;0;54;2010-01-01T10:28:06;83;2010-01-01T10:34:39
1795;0;137;2010-01-01T10:39:17;103;2010-01-01T10:48:45
305;1000000;18;2010-01-01T10:46:57;50;2010-01-01T11:02:58
814;0;1;2010-01-01T10:56:48;48;2010-01-01T11:05:41
196;1000000;98;2010-01-01T11:16:33;119;2010-01-01T11:19:43
980;0;160;2010-01-01T11:36:34;177;2010-01-01T11:52:03
721;1000000;121;2010-01-01T11:44:42;128;2010-01-01T12:03:50
351;0;51;2010-01-01T12:01:07;1;2010-01-01T12:31:00
522;1000000;91;2010-01-01T12:05:38;178;2010-01-01T12:26:25
501;0;2;2010-01-01T12:33:22;6;2010-01-01T12:39:47
524;1000000;1;2010-01-01T12:47:53;117;2010-01-01T13:20:27
1668;0;7;2010-01-01T12:55:14;100;2010-01-01T12:56:54
1285;0;90;2010-01-01T13:05:02;72;2010-01-01T13:23:10
755;0;40;2010-01-01T13:27:25;70;2010-01-01T14:31:47
91;1000000;42;2010-01-01T13:30:23;175;2010-01-01T13:52:48
376;1000000;55;2010-01-01T13:59:47;87;2010-01-01T14:17:38
1433;1000000;166;2010-01-01T14:27:08;101;2010-01-01T15:10:46
811;0;91;2010-01-01T14:36:12;33;2010-01-01T14:46:29
410;0;51;2010-01-01T14:51:25;17;2010-01-01T15:47:38
1709;1000000;104;2010-01-01T15:17:47;134;2010-01-01T15:27:19
1996;1000000;53;2010-01-01T15:29:45;139;2010-01-01T16:03:52
159;0;66;2010-01-01T15:55:54;122;2010-01-01T16:08:07
